,FraudFound_P,Month,WeekOfMonth,DayOfWeek,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,Age,Fault,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,Make_Accura,Make_BMW,Make_Chevrolet,Make_Dodge,Make_Ferrari,Make_Ford,Make_Honda,Make_Jaguar,Make_Lexus,Make_Mazda,Make_Mecedes,Make_Mercury,Make_Nisson,Make_Pontiac,Make_Porche,Make_Saab,Make_Saturn,Make_Toyota,Make_VW,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widow,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Sedan - Liability,PolicyType_Sport - All Perils,PolicyType_Sport - Collision,PolicyType_Sport - Liability,PolicyType_Utility - All Perils,PolicyType_Utility - Collision,PolicyType_Utility - Liability,VehicleCategory_Sedan,VehicleCategory_Sport,VehicleCategory_Utility,BasePolicy_All Perils,BasePolicy_Collision,BasePolicy_Liability
10,0,-0.6363636363636364,-0.5,1.0,1,0.4285714285714284,-0.5,0.0,1,-1.0,0,1.0,0,13554,9,-0.5,1.0,0.5,0.33333333333333326,1.0,1.0,-1.0,0,0,0,1.0,0.5,-1.0,1996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,0,-0.2727272727272727,0.0,0.33333333333333326,1,0.4285714285714284,-0.33333333333333337,-0.5,1,-0.02499999999999991,0,-0.19999999999999996,0,5176,3,-0.5,1.0,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12,0,0.6363636363636365,0.0,-1.0,1,-0.4285714285714286,-0.5,-0.5,1,-0.19999999999999996,0,-0.19999999999999996,0,4631,1,-0.5,1.0,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,0,0.8181818181818183,-0.5,1.0,0,0.7142857142857142,0.8333333333333333,0.0,0,0.07499999999999996,0,-1.0,0,10893,13,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14,0,0.6363636363636365,-1.0,-1.0,1,0.7142857142857142,0.6666666666666665,0.0,0,-0.44999999999999996,0,-1.0,0,5860,12,-0.5,0.3333333333333335,0.5,0.33333333333333326,-1.0,-0.1428571428571429,-0.25,0,0,0,0.33333333333333326,0.0,-0.5,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,0,1.0,0.0,0.0,1,1.0,-0.16666666666666674,0.0,1,-0.07499999999999996,0,-1.0,0,13674,10,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,-1.0,0.5,-1.0,1996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16,0,-0.8181818181818181,-0.5,0.6666666666666665,1,-0.7142857142857143,-0.6666666666666667,-0.5,1,-0.17499999999999993,1,0.6000000000000001,0,10567,14,-0.5,0.3333333333333335,0.5,0.33333333333333326,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,0,0.4545454545454546,-0.5,0.6666666666666665,1,-0.7142857142857143,0.5,-0.5,1,0.17500000000000004,0,-0.6,0,5769,2,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,-1.0,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18,0,-0.8181818181818181,0.5,0.6666666666666665,1,1.0,-0.6666666666666667,1.0,1,0.07499999999999996,1,-0.6,0,800,9,-0.5,1.0,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19,0,0.8181818181818183,0.0,0.33333333333333326,1,-0.7142857142857143,0.8333333333333333,0.5,1,-0.44999999999999996,0,-1.0,0,11030,15,-0.5,0.3333333333333335,0.5,0.33333333333333326,-1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,0.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,0,-0.4545454545454546,-1.0,-1.0,1,-0.4285714285714286,-0.33333333333333337,-1.0,1,0.125,0,1.0,0,11916,4,-0.5,1.0,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,-1.0,0.5,-1.0,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21,0,1.0,-1.0,-1.0,1,0.4285714285714284,1.0,-0.5,0,-0.125,0,-1.0,0,3469,3,0.0,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,-0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,0.2727272727272727,-1.0,1.0,1,0.4285714285714284,0.33333333333333326,-0.5,1,-0.35,0,-1.0,0,5554,8,-0.5,1.0,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0,0.6363636363636365,0.0,0.33333333333333326,0,1.0,-0.5,1.0,1,0.17500000000000004,0,-1.0,0,5065,8,-0.5,1.0,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,0,-0.6363636363636364,0.0,0.33333333333333326,1,0.4285714285714284,-0.5,1.0,1,0.2250000000000001,0,-1.0,0,1464,6,-0.5,-0.33333333333333326,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,0,-0.6363636363636364,0.5,1.0,1,0.4285714285714284,-0.5,1.0,0,-0.02499999999999991,0,1.0,0,1524,8,-0.5,-0.33333333333333326,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,0,0.4545454545454546,-0.5,-1.0,0,1.0,0.5,0.0,1,0.10000000000000009,1,1.0,0,4313,4,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,1,0,0,1.0,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,-0.4545454545454546,-1.0,-0.6666666666666667,0,-0.4285714285714286,-0.33333333333333337,-1.0,1,0.07499999999999996,0,-1.0,0,13785,15,-0.5,-0.9999999999999999,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,-1.0,0.0,-0.33333333333333337,1,0.7142857142857142,-0.8333333333333334,0.0,1,0.8250000000000002,0,-0.6,0,8841,16,-0.5,-0.9999999999999999,0.5,0.33333333333333326,0.33333333333333326,0.7142857142857142,1.0,0,0,0,-0.33333333333333337,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0,-0.8181818181818181,1.0,0.0,0,0.4285714285714284,1.0,-0.5,1,-0.3999999999999999,1,1.0,0,2024,11,-0.5,-0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,0,1.0,-1.0,0.33333333333333326,1,-0.4285714285714286,1.0,-0.5,1,0.125,0,-0.6,0,11553,1,-0.5,-0.9999999999999999,0.5,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,0,0.09090909090909083,-1.0,-0.33333333333333337,1,0.7142857142857142,0.16666666666666652,-0.5,1,0.5250000000000001,1,-0.6,0,12603,8,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,1.0,0.5,-1.0,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,0,0.2727272727272727,-0.5,1.0,1,1.0,0.33333333333333326,0.5,0,-0.35,0,-0.6,0,1045,12,-0.5,-0.9999999999999999,0.5,0.33333333333333326,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,-0.4545454545454546,0.5,1.0,1,-0.4285714285714286,0.33333333333333326,-0.5,1,0.30000000000000004,0,1.0,0,473,11,-0.5,-0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34,0,-0.2727272727272727,1.0,-0.33333333333333337,1,0.7142857142857142,-0.33333333333333337,-0.5,1,0.7000000000000002,1,1.0,0,4514,5,-0.5,1.0,0.5,0.33333333333333326,1.0,0.7142857142857142,1.0,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,0,-0.6363636363636364,0.5,0.0,1,1.0,-0.5,1.0,0,0.25,0,-0.6,0,6465,16,-0.5,-0.33333333333333326,0.5,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.5,0,0,0,-1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,1,-0.4545454545454546,0.5,-1.0,1,-0.4285714285714286,-0.33333333333333337,0.5,0,-0.375,0,-1.0,1,10344,11,-0.5,-0.9999999999999999,0.5,0.33333333333333326,1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,0.6363636363636365,-1.0,-1.0,1,1.0,0.6666666666666665,-0.5,1,-0.55,1,-1.0,0,947,6,-0.5,-0.33333333333333326,0.5,0.33333333333333326,0.33333333333333326,-0.7142857142857143,-0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,0,0.2727272727272727,0.5,-1.0,1,-0.4285714285714286,-0.8333333333333334,-1.0,1,-0.32499999999999996,1,-1.0,0,8061,7,1.0,-0.33333333333333326,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,0,0.6363636363636365,0.0,0.6666666666666665,1,1.0,-0.5,0.0,1,-0.2749999999999999,1,0.6000000000000001,0,896,16,-0.5,-0.33333333333333326,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0,-0.09090909090909083,0.0,-0.6666666666666667,1,-0.4285714285714286,0.0,0.0,1,-0.2749999999999999,0,-1.0,0,8091,1,-0.5,0.3333333333333335,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,0,-0.09090909090909083,-0.5,0.0,1,1.0,-0.6666666666666667,-0.5,1,-0.42499999999999993,0,-0.6,0,11171,12,-0.5,0.3333333333333335,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,0,0.8181818181818183,-1.0,-0.6666666666666667,1,-0.4285714285714286,0.8333333333333333,-1.0,1,-0.42499999999999993,0,-1.0,0,9312,14,-0.5,-0.33333333333333326,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,0.33333333333333326,0.5,-1.0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
