,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
15,1.0,0.0,0.0,2,1,1.0,-0.16666666666666674,0.0,1,1,-0.07499999999999996,0,1,0,-1.0,0,13674,10,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,-1.0,0.5,-1.0,1996,1
16,-0.8181818181818181,-0.5,0.6666666666666665,6,1,-0.7142857142857143,-0.6666666666666667,-0.5,1,2,-0.17499999999999993,1,1,0,0.6000000000000001,0,10567,14,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1995,1
17,0.4545454545454546,-0.5,0.6666666666666665,9,1,-0.7142857142857143,0.5,-0.5,1,1,0.17500000000000004,0,2,1,-0.6,0,5769,2,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.5,0,0,0,-1.0,0.5,-1.0,1994,2
18,-0.8181818181818181,0.5,0.6666666666666665,13,1,1.0,-0.6666666666666667,1.0,1,1,0.07499999999999996,1,1,0,-0.6,0,800,9,-0.5,0.9999999999999999,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1994,1
19,0.8181818181818183,0.0,0.33333333333333326,13,1,-0.7142857142857143,0.8333333333333333,0.5,1,2,-0.44999999999999996,0,0,0,-1.0,0,11030,15,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,0.0,1995,0
20,-0.4545454545454546,-1.0,-1.0,13,1,-0.4285714285714286,-0.33333333333333337,-1.0,1,1,0.125,0,6,2,1.0,0,11916,4,-0.5,0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.25,0,0,0,-1.0,0.5,-1.0,1996,0
21,1.0,-1.0,-1.0,6,1,0.4285714285714284,1.0,-0.5,0,1,-0.125,0,1,0,-1.0,0,3469,3,0.0,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,-0.5,-1.0,1994,1
22,0.2727272727272727,-1.0,1.0,2,1,0.4285714285714284,0.33333333333333326,-0.5,1,1,-0.35,0,1,0,-1.0,0,5554,8,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,-0.33333333333333337,0.5,-1.0,1994,1
23,0.6363636363636365,0.0,0.33333333333333326,2,0,1.0,-0.5,1.0,1,1,0.17500000000000004,0,2,1,-1.0,0,5065,8,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1994,2
24,-0.6363636363636364,0.0,0.33333333333333326,13,1,0.4285714285714284,-0.5,1.0,1,1,0.2250000000000001,0,0,0,-1.0,0,1464,6,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0
25,-0.6363636363636364,0.5,1.0,0,1,0.4285714285714284,-0.5,1.0,0,2,-0.02499999999999991,0,2,1,1.0,0,1524,8,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1994,2
26,0.4545454545454546,-0.5,-1.0,2,0,1.0,0.5,0.0,1,1,0.10000000000000009,1,1,0,1.0,0,4313,4,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,1,0,0,1.0,0.5,-1.0,1994,1
27,-0.4545454545454546,-1.0,-0.6666666666666667,17,0,-0.4285714285714286,-0.33333333333333337,-1.0,1,1,0.07499999999999996,0,1,0,-1.0,0,13785,15,-0.5,-1.0,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1996,1
28,-1.0,0.0,-0.33333333333333337,6,1,0.7142857142857142,-0.8333333333333334,0.0,1,1,0.8250000000000002,0,2,1,-0.6,0,8841,16,-0.5,-1.0,0.5,0.33333333333333326,0.33333333333333326,0.7142857142857142,1.0,0,0,0,-0.33333333333333337,0.5,-1.0,1995,2
29,-0.8181818181818181,1.0,0.0,9,0,0.4285714285714284,1.0,-0.5,1,2,-0.3999999999999999,1,4,1,1.0,0,2024,11,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1994,1
30,1.0,-1.0,0.33333333333333326,9,1,-0.4285714285714286,1.0,-0.5,1,1,0.125,0,2,1,-0.6,0,11553,1,-0.5,-1.0,0.5,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1996,2
31,0.09090909090909083,-1.0,-0.33333333333333337,13,1,0.7142857142857142,0.16666666666666652,-0.5,1,1,0.5250000000000001,1,0,0,-0.6,0,12603,8,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,1.0,0.5,-1.0,1996,0
32,0.2727272727272727,-0.5,1.0,0,1,1.0,0.33333333333333326,0.5,0,2,-0.35,0,1,0,-0.6,0,1045,12,-0.5,-1.0,0.5,0.33333333333333326,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1994,1
33,-0.4545454545454546,0.5,1.0,2,1,-0.4285714285714286,0.33333333333333326,-0.5,1,1,0.30000000000000004,0,6,2,1.0,0,473,11,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0
34,-0.2727272727272727,1.0,-0.33333333333333337,2,1,0.7142857142857142,-0.33333333333333337,-0.5,1,2,0.7000000000000002,1,0,0,1.0,0,4514,5,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,0.7142857142857142,1.0,0,0,0,0.33333333333333326,0.5,-1.0,1994,0
35,-0.6363636363636364,0.5,0.0,6,1,1.0,-0.5,1.0,0,1,0.25,0,1,0,-0.6,0,6465,16,-0.5,-0.33333333333333337,0.5,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.5,0,0,0,-1.0,0.5,-1.0,1995,1
36,-0.4545454545454546,0.5,-1.0,17,1,-0.4285714285714286,-0.33333333333333337,0.5,0,2,-0.375,0,1,0,-1.0,1,10344,11,-0.5,-1.0,0.5,0.33333333333333326,1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1995,1
37,0.6363636363636365,-1.0,-1.0,13,1,1.0,0.6666666666666665,-0.5,1,2,-0.55,1,0,0,-1.0,0,947,6,-0.5,-0.33333333333333337,0.5,0.33333333333333326,0.33333333333333326,-0.7142857142857143,-0.5,0,0,0,0.33333333333333326,0.5,-1.0,1994,0
38,0.2727272727272727,0.5,-1.0,17,1,-0.4285714285714286,-0.8333333333333334,-1.0,1,2,-0.32499999999999996,1,0,0,-1.0,0,8061,7,1.0,-0.33333333333333337,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1995,0
39,0.6363636363636365,0.0,0.6666666666666665,6,1,1.0,-0.5,0.0,1,1,-0.2749999999999999,1,1,0,0.6000000000000001,0,896,16,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1994,1
40,-0.09090909090909083,0.0,-0.6666666666666667,9,1,-0.4285714285714286,0.0,0.0,1,1,-0.2749999999999999,0,0,0,-1.0,0,8091,1,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1995,0
41,-0.09090909090909083,-0.5,0.0,13,1,1.0,-0.6666666666666667,-0.5,1,2,-0.42499999999999993,0,0,0,-0.6,0,11171,12,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1995,0
42,0.8181818181818183,-1.0,-0.6666666666666667,9,1,-0.4285714285714286,0.8333333333333333,-1.0,1,2,-0.42499999999999993,0,2,1,-1.0,0,9312,14,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,-0.1428571428571429,-0.25,0,0,0,0.33333333333333326,0.5,-1.0,1995,2
43,0.2727272727272727,-1.0,0.0,13,1,0.4285714285714284,0.33333333333333326,-0.5,1,2,0.050000000000000044,0,2,1,-0.6,0,5634,11,-0.5,0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1994,2
44,-0.09090909090909083,-1.0,0.6666666666666665,6,1,1.0,0.0,-0.5,1,2,-0.2749999999999999,1,1,0,-0.6,0,7663,1,-0.5,0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,-1.0,1995,1
45,-0.2727272727272727,-1.0,-0.6666666666666667,0,1,0.4285714285714284,-0.33333333333333337,0.5,1,1,0.050000000000000044,0,0,0,1.0,0,5575,8,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1994,0
46,0.09090909090909083,1.0,-1.0,17,1,0.7142857142857142,0.0,-1.0,0,1,0.0,1,1,0,-1.0,0,10684,9,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,0.1428571428571428,0.25,0,0,0,1.0,0.5,-1.0,1995,1
47,-0.09090909090909083,-1.0,-0.33333333333333337,9,1,-0.4285714285714286,0.0,-1.0,1,1,-0.09999999999999998,0,1,0,-1.0,0,10705,8,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-0.33333333333333337,0.5,-1.0,1995,1
48,0.09090909090909083,-0.5,0.6666666666666665,2,1,0.7142857142857142,0.16666666666666652,-0.5,1,1,0.875,0,2,1,-0.6,0,10582,7,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,1.0,0,0,0,1.0,0.5,-1.0,1995,2
49,0.09090909090909083,-0.5,-0.6666666666666667,13,1,0.4285714285714284,0.16666666666666652,0.5,1,1,-0.17499999999999993,0,1,0,-1.0,0,231,13,-0.5,-1.0,0.5,0.33333333333333326,1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1994,1
50,-1.0,0.5,-0.6666666666666667,13,1,0.4285714285714284,0.5,-1.0,1,1,0.3250000000000002,1,0,0,0.6000000000000001,0,14020,9,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1996,0
51,0.4545454545454546,-0.5,0.6666666666666665,13,1,0.4285714285714284,0.5,-0.5,0,1,-0.04999999999999993,0,0,0,-1.0,0,1641,10,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,0.0,1994,0
52,0.09090909090909083,1.0,0.33333333333333326,17,1,-0.7142857142857143,0.0,0.0,0,2,-0.3999999999999999,0,0,0,-1.0,0,1153,16,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,-0.1428571428571429,-0.25,0,0,0,1.0,0.5,-1.0,1994,0
53,-0.4545454545454546,1.0,-0.6666666666666667,6,1,-0.4285714285714286,-0.33333333333333337,1.0,1,1,-0.2749999999999999,1,0,0,-1.0,0,2195,7,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1994,0
54,0.09090909090909083,1.0,-1.0,0,0,-0.7142857142857143,0.0,-0.5,1,1,0.0,0,2,1,-0.6,0,14868,16,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,-1.0,0.5,-1.0,1996,2
55,1.0,0.5,-1.0,17,1,0.1428571428571428,0.8333333333333333,-1.0,1,2,-0.07499999999999996,0,1,0,-1.0,0,12781,1,-0.5,-1.0,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1996,1
56,-0.6363636363636364,-1.0,0.33333333333333326,2,1,0.4285714285714284,-0.8333333333333334,0.5,1,1,1.0,0,7,2,1.0,0,422,3,-0.5,0.9999999999999999,0.5,0.33333333333333326,-1.0,0.7142857142857142,1.0,0,0,0,1.0,0.5,-1.0,1994,1
57,0.4545454545454546,0.0,1.0,13,1,1.0,0.5,0.0,1,2,-0.32499999999999996,0,2,1,-1.0,0,13258,8,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,0.33333333333333326,0.5,-1.0,1996,2
58,0.2727272727272727,0.5,0.6666666666666665,17,0,0.4285714285714284,0.33333333333333326,0.5,1,1,-0.02499999999999991,1,1,0,-1.0,0,2231,16,-0.5,0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1994,1
59,-0.4545454545454546,-1.0,0.33333333333333326,17,1,0.4285714285714284,-0.33333333333333337,-1.0,1,1,0.42500000000000004,1,1,0,-1.0,0,15352,3,0.0,-1.0,0.5,0.33333333333333326,1.0,0.7142857142857142,0.75,0,0,0,0.33333333333333326,-0.5,-0.5,1996,1
60,-0.4545454545454546,1.0,-0.6666666666666667,17,1,0.7142857142857142,0.33333333333333326,-1.0,1,1,-0.35,0,2,1,-1.0,0,64,13,-0.5,0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.0,-0.5,1994,2
61,0.8181818181818183,0.0,0.6666666666666665,13,1,0.7142857142857142,0.8333333333333333,0.0,1,2,-0.22499999999999998,0,1,0,-0.6,0,12758,6,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1996,1
62,-0.6363636363636364,-1.0,-0.33333333333333337,17,1,1.0,-0.5,0.0,1,1,0.5250000000000001,0,1,0,-1.0,0,10784,1,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,0.7142857142857142,0.75,0,0,0,1.0,0.5,0.0,1995,1
63,-0.4545454545454546,-0.5,-0.33333333333333337,6,1,-0.4285714285714286,-0.33333333333333337,0.0,1,1,0.2250000000000001,1,2,1,-1.0,0,15303,14,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,0.33333333333333326,0.5,-1.0,1996,2
64,-1.0,0.0,-0.33333333333333337,13,1,0.7142857142857142,-0.8333333333333334,0.0,1,1,-0.1499999999999999,0,2,1,-1.0,0,4593,4,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.0,0,0,0,0.33333333333333326,0.5,0.0,1994,2
65,-0.6363636363636364,0.5,-0.33333333333333337,2,1,-0.4285714285714286,-0.16666666666666674,-1.0,1,1,0.30000000000000004,0,0,0,-0.6,0,3487,11,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,0.7142857142857142,0.5,0,0,0,1.0,0.0,-0.5,1994,0
66,0.09090909090909083,-0.5,0.6666666666666665,6,1,0.7142857142857142,0.16666666666666652,-0.5,1,2,-0.1499999999999999,0,2,1,-0.6,0,4710,2,-0.5,-1.0,0.5,0.33333333333333326,0.33333333333333326,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1994,2
67,0.6363636363636365,-1.0,0.0,13,1,-0.7142857142857143,0.6666666666666665,-0.5,1,1,0.375,0,0,0,-1.0,0,629,13,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.5,0,0,0,1.0,0.5,-1.0,1994,0
68,-0.4545454545454546,0.5,-1.0,17,1,-0.4285714285714286,-0.33333333333333337,0.5,1,2,0.10000000000000009,0,1,0,-1.0,0,7300,9,-0.5,-1.0,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1995,1
69,0.8181818181818183,0.5,0.6666666666666665,13,0,1.0,0.8333333333333333,0.5,1,1,0.5750000000000002,0,2,1,-0.6,0,7433,12,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,0.75,0,0,1,-0.33333333333333337,0.5,-1.0,1995,2
70,-1.0,1.0,-0.33333333333333337,13,1,0.4285714285714284,0.5,-1.0,1,2,-0.125,0,0,0,0.6000000000000001,1,11899,9,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1996,0
71,-0.09090909090909083,0.5,-1.0,6,1,0.7142857142857142,0.0,0.5,1,1,0.025000000000000133,0,1,0,-0.6,1,13689,6,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.4285714285714284,0.25,0,0,0,1.0,0.5,-1.0,1996,1
72,0.8181818181818183,-1.0,0.33333333333333326,2,1,0.4285714285714284,0.8333333333333333,-0.5,1,2,-0.1499999999999999,0,0,0,-1.0,0,7191,14,-0.5,-1.0,0.5,0.33333333333333326,-0.33333333333333337,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1995,0
73,0.8181818181818183,-1.0,0.33333333333333326,17,0,-0.4285714285714286,0.8333333333333333,0.0,1,1,-0.25,0,1,0,-1.0,1,14906,3,-0.5,-1.0,0.5,0.33333333333333326,1.0,-0.1428571428571429,0.0,0,0,0,1.0,0.5,-1.0,1996,1
74,0.09090909090909083,-1.0,-1.0,2,1,0.4285714285714284,0.16666666666666652,-0.5,1,1,0.15000000000000013,1,1,0,-0.19999999999999996,0,1123,14,0.0,-0.33333333333333337,0.5,0.33333333333333326,0.33333333333333326,0.4285714285714284,0.5,0,0,0,0.33333333333333326,-0.5,-1.0,1994,1
75,1.0,-1.0,0.0,13,1,0.4285714285714284,1.0,-0.5,1,1,0.925,0,2,1,0.6000000000000001,0,11452,2,-0.5,-1.0,0.5,0.33333333333333326,0.33333333333333326,0.7142857142857142,1.0,0,0,0,-1.0,0.5,-1.0,1996,2
76,-1.0,0.5,0.6666666666666665,9,1,0.4285714285714284,-0.8333333333333334,1.0,1,2,-0.35,1,2,1,-0.6,0,10796,10,-0.5,-1.0,0.5,0.33333333333333326,-1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1995,2
77,-0.4545454545454546,0.5,0.6666666666666665,13,1,-0.7142857142857143,-0.33333333333333337,0.5,1,1,0.42500000000000004,0,1,0,-0.6,0,8760,16,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,0.7142857142857142,0.75,0,0,0,-0.33333333333333337,0.5,-1.0,1995,1
78,-0.8181818181818181,0.0,-0.6666666666666667,13,1,0.4285714285714284,-0.6666666666666667,0.0,1,1,0.050000000000000044,0,1,0,-1.0,0,3577,10,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,-0.1428571428571429,0.25,0,0,0,1.0,0.5,-1.0,1994,1
79,0.8181818181818183,0.5,-1.0,9,1,0.7142857142857142,0.8333333333333333,1.0,1,2,-0.25,0,1,0,-1.0,0,9872,15,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.0,0,0,0,1.0,0.5,-1.0,1995,1
80,0.8181818181818183,0.0,0.33333333333333326,6,1,-0.7142857142857143,0.8333333333333333,0.0,1,2,-1.0,0,2,1,1.0,0,9793,9,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,1.0,-1.0,0,0,0,1.0,-0.5,-1.0,1995,2
81,-0.09090909090909083,0.0,0.33333333333333326,17,1,-0.7142857142857143,0.0,0.0,1,1,-0.07499999999999996,0,1,0,-0.6,0,1554,4,-0.5,0.9999999999999999,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1994,1
82,0.2727272727272727,0.5,-0.33333333333333337,17,1,0.7142857142857142,-0.8333333333333334,-1.0,1,2,-0.475,0,0,0,0.6000000000000001,0,4861,6,-0.5,0.9999999999999999,0.5,0.33333333333333326,1.0,-0.4285714285714286,-0.25,0,0,0,1.0,0.5,-1.0,1994,0
83,0.09090909090909083,0.0,-1.0,13,1,-0.7142857142857143,0.16666666666666652,0.0,1,1,0.2250000000000001,0,1,0,-1.0,0,2448,3,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.7142857142857142,0.5,0,0,0,1.0,0.5,-1.0,1994,1
84,0.09090909090909083,0.0,-0.33333333333333337,17,1,0.7142857142857142,0.16666666666666652,0.5,1,1,0.3500000000000001,0,1,0,-1.0,0,10070,12,-0.5,-0.33333333333333337,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.5,0,0,0,-0.33333333333333337,0.5,-1.0,1995,1
85,-0.8181818181818181,1.0,0.33333333333333326,13,0,1.0,1.0,-0.5,1,2,-0.07499999999999996,0,1,0,-1.0,0,3879,7,-0.5,0.33333333333333337,0.5,0.33333333333333326,1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1994,1
86,-0.6363636363636364,0.0,0.6666666666666665,2,1,-0.4285714285714286,-0.16666666666666674,-0.5,1,1,-0.35,0,6,2,1.0,1,193,14,-0.5,-0.33333333333333337,0.5,0.33333333333333326,1.0,0.1428571428571428,0.0,0,0,0,-1.0,0.5,-1.0,1994,0
87,0.4545454545454546,-0.5,0.33333333333333326,5,1,-0.4285714285714286,0.5,0.0,1,1,0.5750000000000002,1,0,0,-0.19999999999999996,0,4067,5,-0.5,0.9999999999999999,0.5,0.33333333333333326,-0.33333333333333337,0.7142857142857142,0.75,0,0,0,-1.0,0.5,-1.0,1994,0
89,-1.0,0.0,-0.33333333333333337,6,1,0.7142857142857142,0.5,-1.0,0,2,-0.04999999999999993,0,0,0,-1.0,0,6584,11,-0.5,0.33333333333333337,0.5,0.33333333333333326,-1.0,0.4285714285714284,0.25,0,0,0,0.33333333333333326,0.5,-1.0,1995,0
90,0.8181818181818183,-0.5,0.0,13,1,0.7142857142857142,0.8333333333333333,-0.5,1,1,-0.29999999999999993,1,0,0,-0.6,0,7048,11,-0.5,-1.0,0.5,0.33333333333333326,1.0,0.1428571428571428,0.0,0,0,0,1.0,0.5,-1.0,1995,0
